run_id,scenario_key,scale,seed,map_signature,split,split_reason
74,S1|A|F0|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
112,S3|B|F0|H0|L2|2,S3,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,train,S1-S9 train split; lower-scale training set
113,S3|A|F0|H0|L1|3,S3,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,train,S1-S9 train split; lower-scale training set
114,S3|A|F0|H0|L2|3,S3,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,train,S1-S9 train split; lower-scale training set
115,S3|B|F0|H0|L1|3,S3,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,train,S1-S9 train split; lower-scale training set
116,S3|B|F0|H0|L2|3,S3,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,train,S1-S9 train split; lower-scale training set
117,S3|A|F0|H0|L1|4,S3,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,train,S1-S9 train split; lower-scale training set
118,S3|A|F0|H0|L2|4,S3,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,train,S1-S9 train split; lower-scale training set
119,S3|B|F0|H0|L1|4,S3,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,train,S1-S9 train split; lower-scale training set
120,S3|B|F0|H0|L2|4,S3,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,train,S1-S9 train split; lower-scale training set
121,S4|A|F0|H0|L1|1,S4,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,train,S1-S9 train split; lower-scale training set
122,S4|A|F0|H0|L2|1,S4,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,train,S1-S9 train split; lower-scale training set
123,S4|B|F0|H0|L1|1,S4,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,train,S1-S9 train split; lower-scale training set
124,S4|B|F0|H0|L2|1,S4,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,train,S1-S9 train split; lower-scale training set
125,S4|A|F0|H0|L1|2,S4,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,train,S1-S9 train split; lower-scale training set
126,S4|A|F0|H0|L2|2,S4,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,train,S1-S9 train split; lower-scale training set
127,S4|B|F0|H0|L1|2,S4,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,train,S1-S9 train split; lower-scale training set
128,S4|B|F0|H0|L2|2,S4,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,train,S1-S9 train split; lower-scale training set
129,S4|A|F0|H0|L1|3,S4,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,train,S1-S9 train split; lower-scale training set
130,S4|A|F0|H0|L2|3,S4,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,train,S1-S9 train split; lower-scale training set
131,S4|B|F0|H0|L1|3,S4,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,train,S1-S9 train split; lower-scale training set
132,S4|B|F0|H0|L2|3,S4,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,train,S1-S9 train split; lower-scale training set
133,S4|A|F0|H0|L1|4,S4,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,train,S1-S9 train split; lower-scale training set
134,S4|A|F0|H0|L2|4,S4,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,train,S1-S9 train split; lower-scale training set
135,S4|B|F0|H0|L1|4,S4,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,train,S1-S9 train split; lower-scale training set
136,S4|B|F0|H0|L2|4,S4,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,train,S1-S9 train split; lower-scale training set
137,S5|A|F0|H0|L1|1,S5,1,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,train,S1-S9 train split; lower-scale training set
138,S5|A|F0|H0|L2|1,S5,1,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,train,S1-S9 train split; lower-scale training set
139,S5|B|F0|H0|L1|1,S5,1,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,train,S1-S9 train split; lower-scale training set
140,S5|B|F0|H0|L2|1,S5,1,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,train,S1-S9 train split; lower-scale training set
141,S5|A|F0|H0|L1|2,S5,2,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,train,S1-S9 train split; lower-scale training set
142,S5|A|F0|H0|L2|2,S5,2,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,train,S1-S9 train split; lower-scale training set
143,S5|B|F0|H0|L1|2,S5,2,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,train,S1-S9 train split; lower-scale training set
144,S5|B|F0|H0|L2|2,S5,2,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,train,S1-S9 train split; lower-scale training set
145,S5|A|F0|H0|L1|3,S5,3,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,train,S1-S9 train split; lower-scale training set
146,S5|A|F0|H0|L2|3,S5,3,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,train,S1-S9 train split; lower-scale training set
147,S5|B|F0|H0|L1|3,S5,3,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,train,S1-S9 train split; lower-scale training set
148,S5|B|F0|H0|L2|3,S5,3,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,train,S1-S9 train split; lower-scale training set
149,S5|A|F0|H0|L1|4,S5,4,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,train,S1-S9 train split; lower-scale training set
150,S5|A|F0|H0|L2|4,S5,4,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,train,S1-S9 train split; lower-scale training set
151,S5|B|F0|H0|L1|4,S5,4,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,train,S1-S9 train split; lower-scale training set
152,S5|B|F0|H0|L2|4,S5,4,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,train,S1-S9 train split; lower-scale training set
153,S6|A|F0|H0|L1|1,S6,1,b75f521652327de15870ad871c0d38c23d5b0b152841ffd259a54e2a0e7420d4,train,S1-S9 train split; lower-scale training set
154,S6|A|F0|H0|L2|1,S6,1,b75f521652327de15870ad871c0d38c23d5b0b152841ffd259a54e2a0e7420d4,train,S1-S9 train split; lower-scale training set
155,S6|B|F0|H0|L1|1,S6,1,b75f521652327de15870ad871c0d38c23d5b0b152841ffd259a54e2a0e7420d4,train,S1-S9 train split; lower-scale training set
156,S6|B|F0|H0|L2|1,S6,1,b75f521652327de15870ad871c0d38c23d5b0b152841ffd259a54e2a0e7420d4,train,S1-S9 train split; lower-scale training set
157,S6|A|F0|H0|L1|2,S6,2,15feeb87ccc4c1e0a6af073cb3afd00d9b032f967a81f87fd682e34a75f15c20,train,S1-S9 train split; lower-scale training set
158,S6|A|F0|H0|L2|2,S6,2,15feeb87ccc4c1e0a6af073cb3afd00d9b032f967a81f87fd682e34a75f15c20,train,S1-S9 train split; lower-scale training set
159,S6|B|F0|H0|L1|2,S6,2,15feeb87ccc4c1e0a6af073cb3afd00d9b032f967a81f87fd682e34a75f15c20,train,S1-S9 train split; lower-scale training set
160,S6|B|F0|H0|L2|2,S6,2,15feeb87ccc4c1e0a6af073cb3afd00d9b032f967a81f87fd682e34a75f15c20,train,S1-S9 train split; lower-scale training set
161,S6|A|F0|H0|L1|3,S6,3,5bbfad5b115f37ed12499db4ab5d35a53a3c00cc5f023dc2cd1cd5c04f354a99,train,S1-S9 train split; lower-scale training set
162,S6|A|F0|H0|L2|3,S6,3,5bbfad5b115f37ed12499db4ab5d35a53a3c00cc5f023dc2cd1cd5c04f354a99,train,S1-S9 train split; lower-scale training set
163,S6|B|F0|H0|L1|3,S6,3,5bbfad5b115f37ed12499db4ab5d35a53a3c00cc5f023dc2cd1cd5c04f354a99,train,S1-S9 train split; lower-scale training set
164,S6|B|F0|H0|L2|3,S6,3,5bbfad5b115f37ed12499db4ab5d35a53a3c00cc5f023dc2cd1cd5c04f354a99,train,S1-S9 train split; lower-scale training set
165,S6|A|F0|H0|L1|4,S6,4,ccb2cdf1807e955663380d45e206919b99aa2de6b1270805ef3e5ba33780253f,train,S1-S9 train split; lower-scale training set
166,S6|A|F0|H0|L2|4,S6,4,ccb2cdf1807e955663380d45e206919b99aa2de6b1270805ef3e5ba33780253f,train,S1-S9 train split; lower-scale training set
167,S6|B|F0|H0|L1|4,S6,4,ccb2cdf1807e955663380d45e206919b99aa2de6b1270805ef3e5ba33780253f,train,S1-S9 train split; lower-scale training set
168,S6|B|F0|H0|L2|4,S6,4,ccb2cdf1807e955663380d45e206919b99aa2de6b1270805ef3e5ba33780253f,train,S1-S9 train split; lower-scale training set
169,S1|A|F1|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
171,S1|A|F2|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
172,S1|A|F2|H2|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
173,S1|A|F3|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
174,S1|A|F3|H3|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
175,S1|A|F4|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
176,S1|A|F4|H4|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
177,S1|A|F1|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
178,S1|A|F1|H1|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
179,S1|A|F2|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
180,S1|A|F2|H2|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
181,S1|A|F3|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
182,S1|A|F3|H3|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
183,S1|A|F4|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
184,S1|A|F4|H4|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
185,S1|B|F1|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
186,S1|B|F1|H1|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
187,S1|B|F2|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
188,S1|B|F2|H2|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
189,S1|B|F3|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
190,S1|B|F3|H3|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
191,S1|B|F4|H0|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
192,S1|B|F4|H4|L1|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
193,S1|B|F1|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
194,S1|B|F1|H1|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
195,S1|B|F2|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
196,S1|B|F2|H2|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
197,S1|B|F3|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
198,S1|B|F3|H3|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
199,S1|B|F4|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
200,S1|B|F4|H4|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
201,S1|A|F1|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
202,S1|A|F1|H1|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
203,S1|A|F2|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
204,S1|A|F2|H2|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
205,S1|A|F3|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
206,S1|A|F3|H3|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
207,S1|A|F4|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
208,S1|A|F4|H4|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
209,S1|A|F1|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
210,S1|A|F1|H1|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
211,S1|A|F2|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
212,S1|A|F2|H2|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
213,S1|A|F3|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
214,S1|A|F3|H3|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
215,S1|A|F4|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
216,S1|A|F4|H4|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
217,S1|B|F1|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
218,S1|B|F1|H1|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
219,S1|B|F2|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
220,S1|B|F2|H2|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
221,S1|B|F3|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
222,S1|B|F3|H3|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
223,S1|B|F4|H0|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
224,S1|B|F4|H4|L1|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
225,S1|B|F1|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
226,S1|B|F1|H1|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
227,S1|B|F2|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
228,S1|B|F2|H2|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
229,S1|B|F3|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
230,S1|B|F3|H3|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
231,S1|B|F4|H0|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
232,S1|B|F4|H4|L2|2,S1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,train,S1-S9 train split; lower-scale training set
233,S1|A|F1|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
234,S1|A|F1|H1|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
235,S1|A|F2|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
236,S1|A|F2|H2|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
237,S1|A|F3|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
238,S1|A|F3|H3|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
