id,server_time,node_id,seq,uptime_ms,mode,last_command,temp_c,humidity,pressure_hpa,rssi_dbm,battery_v,wifi_ip,raw_json
30,2026-06-04T22:19:38.481483+00:00,NODE_01,123,123000,NORMAL,NONE,28.56,72.54,1008.39,-56,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 123, ""uptime_ms"": 123000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.56, ""humidity"": 72.54, ""pressure_hpa"": 1008.39, ""rssi_dbm"": -56, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
31,2026-06-04T22:19:43.540514+00:00,NODE_01,124,124000,NORMAL,NONE,29.52,70.57,1008.77,-60,4.06,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 124, ""uptime_ms"": 124000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.52, ""humidity"": 70.57, ""pressure_hpa"": 1008.77, ""rssi_dbm"": -60, ""battery_v"": 4.06, ""wifi_ip"": ""192.168.1.101""}"
32,2026-06-04T22:19:48.598781+00:00,NODE_01,125,125000,NORMAL,NONE,29.74,72.34,1008.0,-52,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 125, ""uptime_ms"": 125000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.74, ""humidity"": 72.34, ""pressure_hpa"": 1008.0, ""rssi_dbm"": -52, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
33,2026-06-04T22:19:53.662281+00:00,NODE_01,126,126000,NORMAL,NONE,28.83,73.86,1008.43,-59,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 126, ""uptime_ms"": 126000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.83, ""humidity"": 73.86, ""pressure_hpa"": 1008.43, ""rssi_dbm"": -59, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
34,2026-06-04T22:19:58.722321+00:00,NODE_01,127,127000,NORMAL,NONE,29.78,71.76,1008.23,-60,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 127, ""uptime_ms"": 127000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.78, ""humidity"": 71.76, ""pressure_hpa"": 1008.23, ""rssi_dbm"": -60, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
35,2026-06-04T22:20:03.780993+00:00,NODE_01,128,128000,NORMAL,NONE,29.5,73.45,1008.06,-55,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 128, ""uptime_ms"": 128000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.5, ""humidity"": 73.45, ""pressure_hpa"": 1008.06, ""rssi_dbm"": -55, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
36,2026-06-04T22:20:08.845778+00:00,NODE_01,129,129000,NORMAL,NONE,29.15,70.41,1008.55,-55,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 129, ""uptime_ms"": 129000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.15, ""humidity"": 70.41, ""pressure_hpa"": 1008.55, ""rssi_dbm"": -55, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
37,2026-06-04T22:20:13.926055+00:00,NODE_01,130,130000,NORMAL,NONE,29.15,70.79,1008.5,-52,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 130, ""uptime_ms"": 130000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.15, ""humidity"": 70.79, ""pressure_hpa"": 1008.5, ""rssi_dbm"": -52, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
38,2026-06-04T22:20:19.024053+00:00,NODE_01,131,131000,NORMAL,NONE,29.82,72.77,1008.5,-52,4.06,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 131, ""uptime_ms"": 131000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.82, ""humidity"": 72.77, ""pressure_hpa"": 1008.5, ""rssi_dbm"": -52, ""battery_v"": 4.06, ""wifi_ip"": ""192.168.1.101""}"
39,2026-06-04T22:20:24.092516+00:00,NODE_01,132,132000,NORMAL,NONE,28.06,71.97,1008.47,-52,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 132, ""uptime_ms"": 132000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.06, ""humidity"": 71.97, ""pressure_hpa"": 1008.47, ""rssi_dbm"": -52, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
40,2026-06-04T22:20:29.153241+00:00,NODE_01,133,133000,NORMAL,NONE,28.47,71.64,1008.42,-52,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 133, ""uptime_ms"": 133000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.47, ""humidity"": 71.64, ""pressure_hpa"": 1008.42, ""rssi_dbm"": -52, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
41,2026-06-04T22:20:34.213187+00:00,NODE_01,134,134000,NORMAL,NONE,28.44,71.59,1008.82,-53,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 134, ""uptime_ms"": 134000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.44, ""humidity"": 71.59, ""pressure_hpa"": 1008.82, ""rssi_dbm"": -53, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
42,2026-06-04T22:20:39.272781+00:00,NODE_01,135,135000,NORMAL,NONE,28.92,71.67,1008.97,-57,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 135, ""uptime_ms"": 135000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.92, ""humidity"": 71.67, ""pressure_hpa"": 1008.97, ""rssi_dbm"": -57, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
43,2026-06-04T22:20:44.338047+00:00,NODE_01,136,136000,NORMAL,NONE,28.33,70.77,1008.14,-62,4.01,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 136, ""uptime_ms"": 136000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.33, ""humidity"": 70.77, ""pressure_hpa"": 1008.14, ""rssi_dbm"": -62, ""battery_v"": 4.01, ""wifi_ip"": ""192.168.1.101""}"
44,2026-06-04T22:20:49.404974+00:00,NODE_01,137,137000,NORMAL,NONE,29.68,70.82,1008.85,-63,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 137, ""uptime_ms"": 137000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.68, ""humidity"": 70.82, ""pressure_hpa"": 1008.85, ""rssi_dbm"": -63, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
45,2026-06-04T22:20:54.464942+00:00,NODE_01,138,138000,NORMAL,NONE,28.33,70.17,1008.88,-62,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 138, ""uptime_ms"": 138000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.33, ""humidity"": 70.17, ""pressure_hpa"": 1008.88, ""rssi_dbm"": -62, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
46,2026-06-04T22:20:59.525445+00:00,NODE_01,139,139000,NORMAL,NONE,29.69,70.68,1008.67,-55,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 139, ""uptime_ms"": 139000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.69, ""humidity"": 70.68, ""pressure_hpa"": 1008.67, ""rssi_dbm"": -55, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
47,2026-06-04T22:21:04.593948+00:00,NODE_01,140,140000,NORMAL,NONE,29.14,70.74,1008.26,-53,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 140, ""uptime_ms"": 140000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.14, ""humidity"": 70.74, ""pressure_hpa"": 1008.26, ""rssi_dbm"": -53, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
48,2026-06-04T22:21:09.654177+00:00,NODE_01,141,141000,NORMAL,NONE,28.12,72.61,1008.82,-54,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 141, ""uptime_ms"": 141000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.12, ""humidity"": 72.61, ""pressure_hpa"": 1008.82, ""rssi_dbm"": -54, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
49,2026-06-04T22:21:14.715566+00:00,NODE_01,142,142000,NORMAL,NONE,28.26,73.48,1008.67,-59,4.01,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 142, ""uptime_ms"": 142000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.26, ""humidity"": 73.48, ""pressure_hpa"": 1008.67, ""rssi_dbm"": -59, ""battery_v"": 4.01, ""wifi_ip"": ""192.168.1.101""}"
50,2026-06-04T22:21:19.778133+00:00,NODE_01,143,143000,NORMAL,NONE,28.08,70.19,1008.16,-63,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 143, ""uptime_ms"": 143000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.08, ""humidity"": 70.19, ""pressure_hpa"": 1008.16, ""rssi_dbm"": -63, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
51,2026-06-04T22:21:24.835459+00:00,NODE_01,144,144000,NORMAL,NONE,29.89,71.54,1008.4,-59,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 144, ""uptime_ms"": 144000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.89, ""humidity"": 71.54, ""pressure_hpa"": 1008.4, ""rssi_dbm"": -59, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
52,2026-06-04T22:21:29.931642+00:00,NODE_01,145,145000,NORMAL,NONE,29.19,71.06,1008.65,-54,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 145, ""uptime_ms"": 145000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.19, ""humidity"": 71.06, ""pressure_hpa"": 1008.65, ""rssi_dbm"": -54, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
53,2026-06-04T22:21:35.013263+00:00,NODE_01,146,146000,NORMAL,NONE,29.16,70.09,1008.3,-64,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 146, ""uptime_ms"": 146000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.16, ""humidity"": 70.09, ""pressure_hpa"": 1008.3, ""rssi_dbm"": -64, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
54,2026-06-04T22:21:40.075896+00:00,NODE_01,147,147000,NORMAL,NONE,28.96,71.23,1008.86,-53,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 147, ""uptime_ms"": 147000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.96, ""humidity"": 71.23, ""pressure_hpa"": 1008.86, ""rssi_dbm"": -53, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
55,2026-06-04T22:21:45.140650+00:00,NODE_01,148,148000,NORMAL,NONE,29.83,70.84,1008.78,-63,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 148, ""uptime_ms"": 148000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.83, ""humidity"": 70.84, ""pressure_hpa"": 1008.78, ""rssi_dbm"": -63, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
56,2026-06-04T22:21:50.200087+00:00,NODE_01,149,149000,NORMAL,NONE,28.41,71.39,1008.91,-51,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 149, ""uptime_ms"": 149000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.41, ""humidity"": 71.39, ""pressure_hpa"": 1008.91, ""rssi_dbm"": -51, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
57,2026-06-04T22:21:55.315289+00:00,NODE_01,150,150000,NORMAL,NONE,28.25,73.02,1008.92,-55,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 150, ""uptime_ms"": 150000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.25, ""humidity"": 73.02, ""pressure_hpa"": 1008.92, ""rssi_dbm"": -55, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
58,2026-06-04T22:22:00.412342+00:00,NODE_01,151,151000,NORMAL,NONE,28.78,70.32,1008.21,-60,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 151, ""uptime_ms"": 151000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.78, ""humidity"": 70.32, ""pressure_hpa"": 1008.21, ""rssi_dbm"": -60, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
59,2026-06-04T22:22:05.445926+00:00,NODE_01,152,152000,NORMAL,NONE,29.86,70.58,1008.33,-60,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 152, ""uptime_ms"": 152000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.86, ""humidity"": 70.58, ""pressure_hpa"": 1008.33, ""rssi_dbm"": -60, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
