run_id,external_run_id,architecture,load,failure_family,healing_id,scale,seed,node_count,cluster_count,map_id,map_signature,simulation_duration,initial_energy_total,final_energy_total,total_consumed_energy,avg_residual_energy,min_residual_energy,ch_energy_consumed,relay_energy_consumed,member_energy_consumed,low_energy_node_count,dead_node_count,raw_tx,raw_rx,agg_tx,agg_rx,delivery_ratio,packet_loss,throughput,recovery_delay,first_recovered_packet_time,network_lifetime,failure_time,failure_detected_time,recovery_start_time,recovery_applied_time,first_recovered_aggregate_time,recovery_success_flag
1372,S1000_B_L2_F0_H0_seed02,B,L2,F0,H0,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1681.2032000000277,318.79680000000633,1.67784750499002,0.0,75.49440000000001,0.0,243.30240000000458,35,1002,190080,190080,3960,3960,1.0,0.0,316.8,,,600.0,,,,,,0
1373,S1000_B_L2_F0_H0_seed03,B,L2,F0,H0,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1681.214600000027,318.7854000000061,1.6778588822355287,0.0,75.483,0.0,243.30240000000458,35,1002,190080,190080,3960,3960,1.0,0.0,316.8,,,600.0,,,,,,0
1374,S500_B_L1_F2_H0_seed01,B,L1,F2,H0,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,892.4497999999975,107.55020000000005,1.7813369261477046,0.0,37.2462,0.0,70.3040000000001,18,501,87880,87880,1890,1890,1.0,0.0,146.46666666666667,,,600.0,60.0,60.0,,,,0
1375,S500_B_L1_F2_H0_seed02,B,L1,F2,H0,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,888.5167999999979,111.48320000000011,1.773486626746507,0.0,36.3104,0.0,75.17280000000012,17,501,93966,93966,1890,1890,1.0,0.0,156.61,,,600.0,60.0,60.0,,,,0
1376,S500_B_L1_F2_H0_seed03,B,L1,F2,H0,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,890.9422999999974,109.05770000000004,1.7783279441117763,0.0,38.0377,0.0,71.02000000000011,19,501,88775,88775,1890,1890,1.0,0.0,147.95833333333334,,,600.0,60.0,60.0,,,,0
1377,S500_B_L2_F2_H0_seed01,B,L2,F2,H0,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,850.267400000006,149.73260000000002,1.6971405189620759,0.0,37.2462,0.0,112.4863999999994,18,501,87880,87880,1890,1890,1.0,0.0,146.46666666666667,,,600.0,60.0,60.0,,,,0
1378,S500_B_L2_F2_H0_seed02,B,L2,F2,H0,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,843.4131200000061,156.58688000000035,1.6834593213572853,0.0,36.3104,0.0,120.27647999999927,17,501,93966,93966,1890,1890,1.0,0.0,156.61,,,600.0,60.0,60.0,,,,0
1379,S500_B_L2_F2_H0_seed03,B,L2,F2,H0,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,848.3303000000061,151.6697000000003,1.6932740518962075,0.0,38.0377,0.0,113.6319999999994,19,501,88775,88775,1890,1890,1.0,0.0,147.95833333333334,,,600.0,60.0,60.0,,,,0
1380,S1000_B_L1_F2_H0_seed01,B,L1,F2,H0,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1774.423399999984,225.57660000000018,1.7708816367265467,0.0,75.80380000000001,0.0,149.77280000000022,37,1002,187216,187216,3870,3870,1.0,0.0,312.02666666666664,,,600.0,60.0,60.0,,,,0
1381,S1000_B_L1_F2_H0_seed02,B,L1,F2,H0,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1777.411499999984,222.58850000000015,1.7738637724550899,0.0,73.81810000000002,0.0,148.7704000000002,34,1002,185963,185963,3870,3870,1.0,0.0,309.93833333333333,,,600.0,60.0,60.0,,,,0
1382,S1000_B_L1_F2_H0_seed03,B,L1,F2,H0,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1775.4099999999837,224.5900000000002,1.7718662674650698,0.0,73.958,0.0,150.63200000000023,34,1002,188290,188290,3870,3870,1.0,0.0,313.81666666666666,,,600.0,60.0,60.0,,,,0
1383,S1000_B_L2_F2_H0_seed01,B,L2,F2,H0,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1684.5597200000273,315.4402800000057,1.6811973253493013,0.0,75.80380000000001,0.0,239.63648000000433,37,1002,187216,187216,3870,3870,1.0,0.0,312.02666666666664,,,600.0,60.0,60.0,,,,0
1384,S1000_B_L2_F2_H0_seed02,B,L2,F2,H0,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1688.1492600000272,311.850740000006,1.6847797005988023,0.0,73.81810000000002,0.0,238.03264000000422,34,1002,185963,185963,3870,3870,1.0,0.0,309.93833333333333,,,600.0,60.0,60.0,,,,0
1385,S1000_B_L2_F2_H0_seed03,B,L2,F2,H0,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1685.030800000027,314.9692000000059,1.6816674650698602,0.0,73.958,0.0,241.0112000000044,34,1002,188290,188290,3870,3870,1.0,0.0,313.81666666666666,,,600.0,60.0,60.0,,,,0
1386,S500_B_L1_F2_H1_seed01,B,L1,F2,H1,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,884.9425999999988,115.05740000000017,1.76635249500998,0.0,37.2462,0.0,77.81120000000013,19,501,94960,94960,1979,1979,1.0,0.0,158.26666666666668,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1387,S500_B_L1_F2_H1_seed02,B,L1,F2,H1,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,886.6555999999981,113.34440000000014,1.7697716566866266,0.0,36.3104,0.0,77.03400000000013,17,501,95028,95028,1979,1979,1.0,0.0,158.38,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1388,S500_B_L1_F2_H1_seed03,B,L1,F2,H1,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,884.1430999999988,115.85690000000018,1.7647566866267466,0.0,38.0377,0.0,77.81920000000011,20,501,94970,94970,1979,1979,1.0,0.0,158.28333333333333,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1389,S500_B_L2_F2_H1_seed01,B,L2,F2,H1,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,839.4558800000048,160.54412000000025,1.6755606387225548,0.0,37.2462,0.0,123.29791999999922,19,501,94960,94960,1979,1979,1.0,0.0,158.26666666666668,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1390,S500_B_L2_F2_H1_seed02,B,L2,F2,H1,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,841.0421600000059,158.95784000000043,1.678726866267465,0.0,36.3104,0.0,122.64743999999922,17,501,95028,95028,1979,1979,1.0,0.0,158.38,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1391,S500_B_L2_F2_H1_seed03,B,L2,F2,H1,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,838.6515800000051,161.34842000000043,1.673955249500998,0.0,38.0377,0.0,123.31071999999922,20,501,94970,94970,1979,1979,1.0,0.0,158.28333333333333,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1392,S1000_B_L1_F2_H1_seed01,B,L1,F2,H1,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1770.3145999999851,229.68540000000033,1.7667810379241515,0.0,75.80380000000001,0.0,153.8816000000003,38,1002,190048,190048,3959,3959,1.0,0.0,316.74666666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1393,S1000_B_L1_F2_H1_seed02,B,L1,F2,H1,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1772.3114999999855,227.68850000000035,1.7687739520958081,0.0,73.81810000000002,0.0,153.8704000000003,35,1002,190034,190034,3959,3959,1.0,0.0,316.72333333333336,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1394,S1000_B_L1_F2_H1_seed03,B,L1,F2,H1,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1772.4859999999844,227.51400000000027,1.768948103792415,0.0,73.958,0.0,153.5560000000003,35,1002,190060,190060,3959,3959,1.0,0.0,316.76666666666665,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1395,S1000_B_L2_F2_H1_seed01,B,L2,F2,H1,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1679.1856400000263,320.8143600000058,1.6758339720558881,0.0,75.80380000000001,0.0,245.01056000000452,38,1002,190048,190048,3959,3959,1.0,0.0,316.74666666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1396,S1000_B_L2_F2_H1_seed02,B,L2,F2,H1,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1681.189260000026,318.8107400000061,1.677833592814371,0.0,73.81810000000002,0.0,244.99264000000446,35,1002,190034,190034,3959,3959,1.0,0.0,316.72333333333336,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1397,S1000_B_L2_F2_H1_seed03,B,L2,F2,H1,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1681.2572000000264,318.74280000000596,1.6779013972055885,0.0,73.958,0.0,244.78480000000454,35,1002,190060,190060,3959,3959,1.0,0.0,316.76666666666665,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1398,S500_B_L1_F2_H3_seed01,B,L1,F2,H3,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,887.7745999999981,112.22540000000009,1.7720051896207585,0.0,37.2462,0.0,74.9792000000001,19,501,91420,91420,1979,1979,1.0,0.0,152.36666666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1399,S500_B_L1_F2_H4_seed02,B,L1,F2,H4,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,886.6555999999981,113.34440000000014,1.7697716566866266,0.0,36.3104,0.0,77.03400000000013,17,501,95028,95028,1979,1979,1.0,0.0,158.38,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1400,S500_B_L1_F2_H4_seed03,B,L1,F2,H4,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,884.1430999999988,115.85690000000018,1.7647566866267466,0.0,38.0377,0.0,77.81920000000011,20,501,94970,94970,1979,1979,1.0,0.0,158.28333333333333,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1401,S500_B_L2_F2_H4_seed01,B,L2,F2,H4,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,839.4558800000048,160.54412000000025,1.6755606387225548,0.0,37.2462,0.0,123.29791999999922,19,501,94960,94960,1979,1979,1.0,0.0,158.26666666666668,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1402,S500_B_L2_F2_H4_seed02,B,L2,F2,H4,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,841.0421600000059,158.95784000000043,1.678726866267465,0.0,36.3104,0.0,122.64743999999922,17,501,95028,95028,1979,1979,1.0,0.0,158.38,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1403,S500_B_L2_F2_H4_seed03,B,L2,F2,H4,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,838.6515800000051,161.34842000000043,1.673955249500998,0.0,38.0377,0.0,123.31071999999922,20,501,94970,94970,1979,1979,1.0,0.0,158.28333333333333,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1404,S1000_B_L1_F2_H4_seed01,B,L1,F2,H4,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1770.3145999999851,229.68540000000033,1.7667810379241515,0.0,75.80380000000001,0.0,153.8816000000003,38,1002,190048,190048,3959,3959,1.0,0.0,316.74666666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1405,S1000_B_L1_F2_H4_seed02,B,L1,F2,H4,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1772.3114999999855,227.68850000000035,1.7687739520958081,0.0,73.81810000000002,0.0,153.8704000000003,35,1002,190034,190034,3959,3959,1.0,0.0,316.72333333333336,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1406,S1000_B_L1_F2_H4_seed03,B,L1,F2,H4,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1772.4859999999844,227.51400000000027,1.768948103792415,0.0,73.958,0.0,153.5560000000003,35,1002,190060,190060,3959,3959,1.0,0.0,316.76666666666665,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1407,S1000_B_L2_F2_H4_seed01,B,L2,F2,H4,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1679.1856400000263,320.8143600000058,1.6758339720558881,0.0,75.80380000000001,0.0,245.01056000000452,38,1002,190048,190048,3959,3959,1.0,0.0,316.74666666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1408,S1000_B_L2_F2_H4_seed02,B,L2,F2,H4,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1681.189260000026,318.8107400000061,1.677833592814371,0.0,73.81810000000002,0.0,244.99264000000446,35,1002,190034,190034,3959,3959,1.0,0.0,316.72333333333336,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1409,S1000_B_L2_F2_H4_seed03,B,L2,F2,H4,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1681.2572000000264,318.74280000000596,1.6779013972055885,0.0,73.958,0.0,244.78480000000454,35,1002,190060,190060,3959,3959,1.0,0.0,316.76666666666665,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1410,S500_B_L1_F3_H0_seed01,B,L1,F3,H0,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,890.2508999999977,109.74910000000008,1.7769479041916167,0.0,37.0107,0.0,72.73840000000011,18,501,90923,90923,1890,1890,1.0,0.0,151.53833333333333,,,600.0,60.0,60.0,,,,0
1411,S500_B_L1_F3_H0_seed02,B,L1,F3,H0,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,890.2356999999978,109.7643000000001,1.7769175648702593,0.0,35.5939,0.0,74.17040000000013,16,501,92713,92713,1890,1890,1.0,0.0,154.52166666666668,,,600.0,60.0,60.0,,,,0
1412,S500_B_L1_F3_H0_seed03,B,L1,F3,H0,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,891.6099999999975,108.39000000000003,1.7796606786427143,0.0,38.086,0.0,70.3040000000001,19,501,87880,87880,1890,1890,1.0,0.0,146.46666666666667,,,600.0,60.0,60.0,,,,0
1413,S500_B_L2_F3_H0_seed01,B,L2,F3,H0,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,846.607860000006,153.39214000000007,1.6898360479041916,0.0,37.0107,0.0,116.38143999999933,18,501,90923,90923,1890,1890,1.0,0.0,151.53833333333333,,,600.0,60.0,60.0,,,,0
1414,S500_B_L2_F3_H0_seed02,B,L2,F3,H0,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,845.7334600000062,154.26654000000028,1.688090738522954,0.0,35.5939,0.0,118.6726399999993,16,501,92713,92713,1890,1890,1.0,0.0,154.52166666666668,,,600.0,60.0,60.0,,,,0
1415,S500_B_L2_F3_H0_seed03,B,L2,F3,H0,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,849.427600000006,150.57240000000021,1.6954642714570858,0.0,38.086,0.0,112.4863999999994,19,501,87880,87880,1890,1890,1.0,0.0,146.46666666666667,,,600.0,60.0,60.0,,,,0
1416,S1000_B_L1_F3_H0_seed01,B,L1,F3,H0,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1775.221399999984,224.77860000000018,1.7716780439121755,0.0,75.86500000000001,0.0,148.9136000000002,37,1002,186142,186142,3870,3870,1.0,0.0,310.2366666666667,,,600.0,60.0,60.0,,,,0
1417,S1000_B_L1_F3_H0_seed02,B,L1,F3,H0,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1777.427699999984,222.57230000000015,1.7738799401197605,0.0,73.80190000000002,0.0,148.77040000000022,34,1002,185963,185963,3870,3870,1.0,0.0,309.93833333333333,,,600.0,60.0,60.0,,,,0
1418,S1000_B_L1_F3_H0_seed03,B,L1,F3,H0,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1778.8723999999834,221.12760000000006,1.7753217564870258,0.0,73.9324,0.0,147.1952000000001,34,1002,183994,183994,3870,3870,1.0,0.0,306.6566666666667,,,600.0,60.0,60.0,,,,0
1419,S1000_B_L2_F3_H0_seed01,B,L2,F3,H0,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1685.8732400000272,314.1267600000057,1.682508223552894,0.0,75.86500000000001,0.0,238.26176000000422,37,1002,186142,186142,3870,3870,1.0,0.0,310.2366666666667,,,600.0,60.0,60.0,,,,0
1420,S1000_B_L2_F3_H0_seed02,B,L2,F3,H0,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1688.1654600000272,311.834540000006,1.684795868263473,0.0,73.80190000000002,0.0,238.03264000000428,34,1002,185963,185963,3870,3870,1.0,0.0,309.93833333333333,,,600.0,60.0,60.0,,,,0
1421,S1000_B_L2_F3_H0_seed03,B,L2,F3,H0,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1690.5552800000264,309.4447200000055,1.6871809181636725,0.0,73.9324,0.0,235.51232000000408,34,1002,183994,183994,3870,3870,1.0,0.0,306.6566666666667,,,600.0,60.0,60.0,,,,0
1422,S500_B_L1_F3_H1_seed01,B,L1,F3,H1,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,889.6016999999978,110.39830000000009,1.775652095808383,0.0,37.0107,0.0,73.3876000000001,18,501,91279,91279,1979,1979,1.0,0.0,152.13166666666666,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1423,S500_B_L1_F3_H1_seed02,B,L1,F3,H1,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,889.5904999999976,110.40950000000011,1.7756297405189618,0.0,35.5939,0.0,74.81560000000013,16,501,93069,93069,1979,1979,1.0,0.0,155.115,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1424,S500_B_L1_F3_H1_seed03,B,L1,F3,H1,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,890.9539999999974,109.04600000000002,1.7783512974051896,0.0,38.086,0.0,70.9600000000001,19,501,88236,88236,1979,1979,1.0,0.0,147.06,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1425,S500_B_L2_F3_H1_seed01,B,L2,F3,H1,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,845.787780000006,154.21222000000012,1.6881991616766467,0.0,37.0107,0.0,117.20151999999932,18,501,91279,91279,1979,1979,1.0,0.0,152.13166666666666,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1426,S500_B_L2_F3_H1_seed02,B,L2,F3,H1,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,844.9173800000061,155.08262000000033,1.6864618363273454,0.0,35.5939,0.0,119.48871999999929,16,501,93069,93069,1979,1979,1.0,0.0,155.115,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1427,S500_B_L2_F3_H1_seed03,B,L2,F3,H1,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,848.6007200000059,151.39928000000026,1.6938138123752493,0.0,38.086,0.0,113.3132799999994,19,501,88236,88236,1979,1979,1.0,0.0,147.06,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
