external_run_id,run_id,initial_energy_total,final_energy_total,total_consumed_energy,avg_residual_energy,min_residual_energy,ch_energy_consumed,relay_energy_consumed,member_energy_consumed,low_energy_node_count,dead_node_count
S1000_B_L1_F2_H4_seed03,1406,2000.0,1772.4859999999844,227.51400000000027,1.768948103792415,0.0,73.958,0.0,153.5560000000003,35,1002
S1000_B_L2_F2_H4_seed01,1407,2000.0,1679.1856400000263,320.8143600000058,1.6758339720558881,0.0,75.80380000000001,0.0,245.01056000000452,38,1002
S1000_B_L2_F2_H4_seed02,1408,2000.0,1681.189260000026,318.8107400000061,1.677833592814371,0.0,73.81810000000002,0.0,244.99264000000446,35,1002
S1000_B_L2_F2_H4_seed03,1409,2000.0,1681.2572000000264,318.74280000000596,1.6779013972055885,0.0,73.958,0.0,244.78480000000454,35,1002
S500_B_L1_F3_H0_seed01,1410,1000.0,890.2508999999977,109.74910000000008,1.7769479041916167,0.0,37.0107,0.0,72.73840000000011,18,501
S500_B_L1_F3_H0_seed02,1411,1000.0,890.2356999999978,109.7643000000001,1.7769175648702593,0.0,35.5939,0.0,74.17040000000013,16,501
S500_B_L1_F3_H0_seed03,1412,1000.0,891.6099999999975,108.39000000000003,1.7796606786427143,0.0,38.086,0.0,70.3040000000001,19,501
S500_B_L2_F3_H0_seed01,1413,1000.0,846.607860000006,153.39214000000007,1.6898360479041916,0.0,37.0107,0.0,116.38143999999933,18,501
S500_B_L2_F3_H0_seed02,1414,1000.0,845.7334600000062,154.26654000000028,1.688090738522954,0.0,35.5939,0.0,118.6726399999993,16,501
S500_B_L2_F3_H0_seed03,1415,1000.0,849.427600000006,150.57240000000021,1.6954642714570858,0.0,38.086,0.0,112.4863999999994,19,501
S1000_B_L1_F3_H0_seed01,1416,2000.0,1775.221399999984,224.77860000000018,1.7716780439121755,0.0,75.86500000000001,0.0,148.9136000000002,37,1002
S1000_B_L1_F3_H0_seed02,1417,2000.0,1777.427699999984,222.57230000000015,1.7738799401197605,0.0,73.80190000000002,0.0,148.77040000000022,34,1002
S1000_B_L1_F3_H0_seed03,1418,2000.0,1778.8723999999834,221.12760000000006,1.7753217564870258,0.0,73.9324,0.0,147.1952000000001,34,1002
S1000_B_L2_F3_H0_seed01,1419,2000.0,1685.8732400000272,314.1267600000057,1.682508223552894,0.0,75.86500000000001,0.0,238.26176000000422,37,1002
S1000_B_L2_F3_H0_seed02,1420,2000.0,1688.1654600000272,311.834540000006,1.684795868263473,0.0,73.80190000000002,0.0,238.03264000000428,34,1002
S1000_B_L2_F3_H0_seed03,1421,2000.0,1690.5552800000264,309.4447200000055,1.6871809181636725,0.0,73.9324,0.0,235.51232000000408,34,1002
S500_B_L1_F3_H1_seed01,1422,1000.0,889.6016999999978,110.39830000000009,1.775652095808383,0.0,37.0107,0.0,73.3876000000001,18,501
S500_B_L1_F3_H1_seed02,1423,1000.0,889.5904999999976,110.40950000000011,1.7756297405189618,0.0,35.5939,0.0,74.81560000000013,16,501
S500_B_L1_F3_H1_seed03,1424,1000.0,890.9539999999974,109.04600000000002,1.7783512974051896,0.0,38.086,0.0,70.9600000000001,19,501
S500_B_L2_F3_H1_seed01,1425,1000.0,845.787780000006,154.21222000000012,1.6881991616766467,0.0,37.0107,0.0,117.20151999999932,18,501
S500_B_L2_F3_H1_seed02,1426,1000.0,844.9173800000061,155.08262000000033,1.6864618363273454,0.0,35.5939,0.0,119.48871999999929,16,501
S500_B_L2_F3_H1_seed03,1427,1000.0,848.6007200000059,151.39928000000026,1.6938138123752493,0.0,38.086,0.0,113.3132799999994,19,501
S1000_B_L1_F3_H1_seed01,1428,2000.0,1774.5725999999838,225.42740000000018,1.7710305389221557,0.0,75.86500000000001,0.0,149.5624000000002,37,1002
S1000_B_L1_F3_H1_seed02,1429,2000.0,1776.778499999984,223.22150000000016,1.7732320359281437,0.0,73.80190000000002,0.0,149.4196000000002,34,1002
S1000_B_L1_F3_H1_seed03,1430,2000.0,1778.2187999999833,221.78120000000007,1.7746694610778442,0.0,73.9324,0.0,147.8488000000001,34,1002
S1000_B_L2_F3_H1_seed01,1431,2000.0,1685.0535600000273,314.9464400000056,1.6816901796407184,0.0,75.86500000000001,0.0,239.08144000000428,37,1002
S1000_B_L2_F3_H1_seed02,1432,2000.0,1687.3453800000273,312.654620000006,1.6839774251497006,0.0,73.80190000000002,0.0,238.8527200000043,34,1002
S1000_B_L2_F3_H1_seed03,1433,2000.0,1689.7308000000264,310.2692000000055,1.686358083832335,0.0,73.9324,0.0,236.33680000000413,34,1002
S500_B_L1_F3_H3_seed01,1434,1000.0,889.6016999999978,110.39830000000009,1.775652095808383,0.0,37.0107,0.0,73.3876000000001,18,501
S500_B_L1_F3_H3_seed02,1435,1000.0,889.5904999999976,110.40950000000011,1.7756297405189618,0.0,35.5939,0.0,74.81560000000013,16,501
S500_B_L1_F3_H3_seed03,1436,1000.0,890.9539999999974,109.04600000000002,1.7783512974051896,0.0,38.086,0.0,70.9600000000001,19,501
S500_B_L2_F3_H3_seed01,1437,1000.0,845.787780000006,154.21222000000012,1.6881991616766467,0.0,37.0107,0.0,117.20151999999932,18,501
S500_B_L2_F3_H3_seed02,1438,1000.0,844.9173800000061,155.0826200000003,1.6864618363273454,0.0,35.5939,0.0,119.4887199999993,16,501
S500_B_L2_F3_H3_seed03,1439,1000.0,848.6007200000059,151.39928000000026,1.6938138123752493,0.0,38.086,0.0,113.3132799999994,19,501
S1000_B_L1_F3_H3_seed01,1440,2000.0,1774.5725999999838,225.42740000000018,1.7710305389221557,0.0,75.86500000000001,0.0,149.5624000000002,37,1002
S1000_B_L1_F3_H3_seed02,1441,2000.0,1776.778499999984,223.22150000000013,1.7732320359281437,0.0,73.80190000000002,0.0,149.4196000000002,34,1002
S1000_B_L1_F3_H3_seed03,1442,2000.0,1778.2187999999833,221.78120000000004,1.7746694610778442,0.0,73.9324,0.0,147.8488000000001,34,1002
S1000_B_L2_F3_H3_seed01,1443,2000.0,1685.0535600000273,314.9464400000056,1.6816901796407184,0.0,75.86500000000001,0.0,239.08144000000428,37,1002
S1000_B_L2_F3_H3_seed02,1444,2000.0,1687.3453800000273,312.654620000006,1.6839774251497006,0.0,73.80190000000002,0.0,238.8527200000043,34,1002
S1000_B_L2_F3_H3_seed03,1445,2000.0,1689.7308000000264,310.2692000000055,1.686358083832335,0.0,73.9324,0.0,236.3368000000041,34,1002
S500_B_L1_F3_H4_seed01,1446,1000.0,889.6016999999978,110.39830000000009,1.775652095808383,0.0,37.0107,0.0,73.3876000000001,18,501
S500_B_L1_F3_H4_seed02,1447,1000.0,889.5904999999976,110.40950000000011,1.7756297405189618,0.0,35.5939,0.0,74.81560000000013,16,501
S500_B_L1_F3_H4_seed03,1448,1000.0,890.9539999999974,109.04600000000002,1.7783512974051896,0.0,38.086,0.0,70.9600000000001,19,501
S500_B_L2_F3_H4_seed01,1449,1000.0,845.787780000006,154.21222000000012,1.6881991616766467,0.0,37.0107,0.0,117.20151999999932,18,501
S500_B_L2_F3_H4_seed02,1450,1000.0,844.9173800000061,155.08262000000033,1.6864618363273454,0.0,35.5939,0.0,119.48871999999929,16,501
S500_B_L2_F3_H4_seed03,1451,1000.0,848.6007200000059,151.39928000000026,1.6938138123752493,0.0,38.086,0.0,113.3132799999994,19,501
S1000_B_L1_F3_H4_seed01,1452,2000.0,1774.5725999999838,225.42740000000018,1.7710305389221557,0.0,75.86500000000001,0.0,149.5624000000002,37,1002
S1000_B_L1_F3_H4_seed02,1453,2000.0,1776.778499999984,223.22150000000016,1.7732320359281437,0.0,73.80190000000002,0.0,149.4196000000002,34,1002
S1000_B_L1_F3_H4_seed03,1454,2000.0,1778.2187999999833,221.78120000000007,1.7746694610778442,0.0,73.9324,0.0,147.8488000000001,34,1002
S1000_B_L2_F3_H4_seed01,1455,2000.0,1685.0535600000273,314.9464400000056,1.6816901796407184,0.0,75.86500000000001,0.0,239.08144000000428,37,1002
S1000_B_L2_F3_H4_seed02,1456,2000.0,1687.3453800000273,312.654620000006,1.6839774251497006,0.0,73.80190000000002,0.0,238.8527200000043,34,1002
S1000_B_L2_F3_H4_seed03,1457,2000.0,1689.7308000000264,310.2692000000055,1.686358083832335,0.0,73.9324,0.0,236.33680000000413,34,1002
