run_id,healing_id,base_condition_key,score_v1,consumed_j,low_nodes,recovered_clusters,agg_delivery_ratio,recovery_delay_s
194,H1,S=S1_A=B_F=F1_L=L2_seed=1,-1.0,0.75668,1.0,1.0,1.0,1.0
225,H0,S=S1_A=B_F=F1_L=L2_seed=2,-1.0,0.70316,1.0,0.0,1.0,0.0
226,H1,S=S1_A=B_F=F1_L=L2_seed=2,-1.0,0.75668,1.0,1.0,1.0,1.0
257,H0,S=S1_A=B_F=F1_L=L2_seed=3,-1.0,0.71108,1.0,0.0,1.0,0.0
258,H1,S=S1_A=B_F=F1_L=L2_seed=3,-1.0,0.75668,1.0,1.0,1.0,1.0
289,H0,S=S1_A=B_F=F1_L=L2_seed=4,-1.0,0.64772,1.0,0.0,1.0,0.0
290,H1,S=S1_A=B_F=F1_L=L2_seed=4,-1.0,0.75668,1.0,1.0,1.0,1.0
187,H0,S=S1_A=B_F=F2_L=L1_seed=1,-1.0,0.4202,0.0,0.0,1.0,0.0
188,H2,S=S1_A=B_F=F2_L=L1_seed=1,-1.0,0.5762,0.0,1.0,1.0,1.0
219,H0,S=S1_A=B_F=F2_L=L1_seed=2,-1.0,0.4922,0.0,0.0,1.0,0.0
220,H2,S=S1_A=B_F=F2_L=L1_seed=2,-1.0,0.5762,0.0,1.0,1.0,1.0
251,H0,S=S1_A=B_F=F2_L=L1_seed=3,-1.0,0.4862,0.0,0.0,1.0,0.0
252,H2,S=S1_A=B_F=F2_L=L1_seed=3,-1.0,0.5762,0.0,1.0,1.0,1.0
283,H0,S=S1_A=B_F=F2_L=L1_seed=4,-1.0,0.4562,0.0,0.0,1.0,0.0
284,H2,S=S1_A=B_F=F2_L=L1_seed=4,-1.0,0.5762,0.0,1.0,1.0,1.0
195,H0,S=S1_A=B_F=F2_L=L2_seed=1,-1.0,0.55268,0.0,0.0,1.0,0.0
196,H2,S=S1_A=B_F=F2_L=L2_seed=1,-1.0,0.75668,0.0,1.0,1.0,1.0
227,H0,S=S1_A=B_F=F2_L=L2_seed=2,-1.0,0.64772,0.0,0.0,1.0,0.0
228,H2,S=S1_A=B_F=F2_L=L2_seed=2,-1.0,0.75668,0.0,1.0,1.0,1.0
259,H0,S=S1_A=B_F=F2_L=L2_seed=3,-1.0,0.6398,0.0,0.0,1.0,0.0
260,H2,S=S1_A=B_F=F2_L=L2_seed=3,-1.0,0.75668,0.0,1.0,1.0,1.0
291,H0,S=S1_A=B_F=F2_L=L2_seed=4,-1.0,0.6002,0.0,0.0,1.0,0.0
292,H2,S=S1_A=B_F=F2_L=L2_seed=4,-1.0,0.75668,0.0,1.0,1.0,1.0
189,H0,S=S1_A=B_F=F3_L=L1_seed=1,-1.0,0.5198,0.0,0.0,1.0,0.0
190,H3,S=S1_A=B_F=F3_L=L1_seed=1,-1.0,0.5352,0.0,1.0,1.0,1.0
221,H0,S=S1_A=B_F=F3_L=L1_seed=2,-1.0,0.4058,0.0,0.0,1.0,0.0
222,H3,S=S1_A=B_F=F3_L=L1_seed=2,-1.0,0.425,0.0,1.0,1.0,1.0
253,H0,S=S1_A=B_F=F3_L=L1_seed=3,-1.0,0.4058,0.0,0.0,1.0,0.0
254,H3,S=S1_A=B_F=F3_L=L1_seed=3,-1.0,0.425,0.0,1.0,1.0,1.0
285,H0,S=S1_A=B_F=F3_L=L1_seed=4,-1.0,0.4838,0.0,0.0,1.0,0.0
286,H3,S=S1_A=B_F=F3_L=L1_seed=4,-1.0,0.5004,0.0,1.0,1.0,1.0
197,H0,S=S1_A=B_F=F3_L=L2_seed=1,-1.0,0.683,0.0,0.0,1.0,0.0
198,H3,S=S1_A=B_F=F3_L=L2_seed=1,-1.0,0.70224,0.0,1.0,1.0,1.0
229,H0,S=S1_A=B_F=F3_L=L2_seed=2,-1.0,0.53252,0.0,0.0,1.0,0.0
230,H3,S=S1_A=B_F=F3_L=L2_seed=2,-1.0,0.55556,0.0,1.0,1.0,1.0
261,H0,S=S1_A=B_F=F3_L=L2_seed=3,-1.0,0.53252,0.0,0.0,1.0,0.0
262,H3,S=S1_A=B_F=F3_L=L2_seed=3,-1.0,0.55556,0.0,1.0,1.0,1.0
293,H0,S=S1_A=B_F=F3_L=L2_seed=4,-1.0,0.63548,0.0,0.0,1.0,0.0
294,H3,S=S1_A=B_F=F3_L=L2_seed=4,-1.0,0.65592,0.0,1.0,1.0,1.0
191,H0,S=S1_A=B_F=F4_L=L1_seed=1,-2.0,0.4922,0.0,0.0,1.0,0.0
192,H4,S=S1_A=B_F=F4_L=L1_seed=1,0.0,0.3959,0.0,1.0,1.0,1.0
223,H0,S=S1_A=B_F=F4_L=L1_seed=2,-2.0,0.5342,0.0,0.0,1.0,0.0
224,H4,S=S1_A=B_F=F4_L=L1_seed=2,0.0,0.4956,0.0,1.0,1.0,1.0
255,H0,S=S1_A=B_F=F4_L=L1_seed=3,-2.0,0.5402,0.0,0.0,1.0,0.0
256,H4,S=S1_A=B_F=F4_L=L1_seed=3,0.0,0.4941,0.0,1.0,1.0,1.0
287,H0,S=S1_A=B_F=F4_L=L1_seed=4,-2.0,0.4922,0.0,0.0,1.0,0.0
288,H4,S=S1_A=B_F=F4_L=L1_seed=4,0.0,0.4307,0.0,1.0,1.0,1.0
199,H0,S=S1_A=B_F=F4_L=L2_seed=1,-2.0,0.64772,0.0,0.0,1.0,0.0
200,H4,S=S1_A=B_F=F4_L=L2_seed=1,0.0,0.51734,0.0,1.0,1.0,1.0
231,H0,S=S1_A=B_F=F4_L=L2_seed=2,-2.0,0.70316,0.0,0.0,1.0,0.0
232,H4,S=S1_A=B_F=F4_L=L2_seed=2,0.0,0.65016,0.0,1.0,1.0,1.0
263,H0,S=S1_A=B_F=F4_L=L2_seed=3,-2.0,0.71108,0.0,0.0,1.0,0.0
264,H4,S=S1_A=B_F=F4_L=L2_seed=3,0.0,0.64818,0.0,1.0,1.0,1.0
295,H0,S=S1_A=B_F=F4_L=L2_seed=4,-2.0,0.64772,0.0,0.0,1.0,0.0
296,H4,S=S1_A=B_F=F4_L=L2_seed=4,0.0,0.56366,0.0,1.0,1.0,1.0
1096,H0,S=S10_A=A_F=F0_L=L1_seed=1,-0.5,1269.7912,177.0,0.0,1.0,0.0
1097,H0,S=S10_A=A_F=F0_L=L2_seed=1,-0.5,1817.2216,177.0,0.0,1.0,0.0
1132,H0,S=S10_A=A_F=F1_L=L1_seed=1,-0.5,1263.6017,177.0,0.0,1.0,0.0
1100,H1,S=S10_A=A_F=F1_L=L1_seed=1,-1.5,1269.4825,178.0,1.0,1.0,12.0
1133,H0,S=S10_A=A_F=F1_L=L1_seed=2,-0.5,1264.973,178.0,0.0,1.0,0.0
1108,H1,S=S10_A=A_F=F1_L=L1_seed=2,-1.5,1269.493,179.0,1.0,1.0,12.0
1134,H0,S=S10_A=A_F=F1_L=L2_seed=1,-0.5,1808.4617,177.0,0.0,1.0,0.0
1101,H1,S=S10_A=A_F=F1_L=L2_seed=1,-1.5,1816.67098,178.0,1.0,1.0,12.0
1135,H0,S=S10_A=A_F=F1_L=L2_seed=2,-0.5,1810.6898,178.0,0.0,1.0,0.0
1109,H1,S=S10_A=A_F=F1_L=L2_seed=2,-1.5,1816.7218,179.0,1.0,1.0,12.0
1172,H0,S=S10_A=A_F=F2_L=L1_seed=1,-0.5,1261.6067,176.0,0.0,1.0,0.0
1112,H2,S=S10_A=A_F=F2_L=L1_seed=1,-1.5,1269.4936,177.0,1.0,1.0,12.0
1173,H0,S=S10_A=A_F=F2_L=L1_seed=2,-0.5,1263.5765,177.0,0.0,1.0,0.0
1113,H2,S=S10_A=A_F=F2_L=L1_seed=2,-1.5,1269.5644,178.0,1.0,1.0,12.0
1174,H0,S=S10_A=A_F=F2_L=L2_seed=1,-0.5,1805.2427,176.0,0.0,1.0,0.0
1114,H2,S=S10_A=A_F=F2_L=L2_seed=1,-1.5,1816.74544,177.0,1.0,1.0,12.0
1175,H0,S=S10_A=A_F=F2_L=L2_seed=2,-0.5,1808.4365,177.0,0.0,1.0,0.0
1115,H2,S=S10_A=A_F=F2_L=L2_seed=2,-1.5,1816.87384,178.0,1.0,1.0,12.0
1180,H0,S=S10_A=A_F=F3_L=L1_seed=1,-1.0,1263.2027,176.0,0.0,1.0,0.0
1120,H3,S=S10_A=A_F=F3_L=L1_seed=1,-1.0,1263.3009,176.0,1.0,1.0,12.0
1181,H0,S=S10_A=A_F=F3_L=L1_seed=2,-1.0,1261.781,177.0,0.0,1.0,0.0
1121,H3,S=S10_A=A_F=F3_L=L1_seed=2,-1.0,1261.8918,177.0,1.0,1.0,12.0
1182,H0,S=S10_A=A_F=F3_L=L2_seed=1,-1.0,1807.8179,176.0,0.0,1.0,0.0
1122,H3,S=S10_A=A_F=F3_L=L2_seed=1,-1.0,1807.93146,176.0,1.0,1.0,12.0
1183,H0,S=S10_A=A_F=F3_L=L2_seed=2,-1.0,1805.5394,177.0,0.0,1.0,0.0
1123,H3,S=S10_A=A_F=F3_L=L2_seed=2,-1.0,1805.66556,177.0,1.0,1.0,12.0
1188,H0,S=S10_A=A_F=F4_L=L1_seed=1,-2.5,1263.6017,176.0,0.0,1.0,0.0
1104,H4,S=S10_A=A_F=F4_L=L1_seed=1,0.5,1256.4362,175.0,1.0,1.0,12.0
1189,H0,S=S10_A=A_F=F4_L=L1_seed=2,-2.5,1264.973,177.0,0.0,1.0,0.0
1128,H4,S=S10_A=A_F=F4_L=L1_seed=2,0.5,1259.5079,176.0,1.0,1.0,12.0
1190,H0,S=S10_A=A_F=F4_L=L2_seed=1,-2.5,1808.4617,176.0,0.0,1.0,0.0
1105,H4,S=S10_A=A_F=F4_L=L2_seed=1,0.5,1797.79172,175.0,1.0,1.0,12.0
1191,H0,S=S10_A=A_F=F4_L=L2_seed=2,-2.5,1810.6898,177.0,0.0,1.0,0.0
1129,H4,S=S10_A=A_F=F4_L=L2_seed=2,0.5,1802.85974,176.0,1.0,1.0,12.0
1098,H0,S=S10_A=B_F=F0_L=L1_seed=1,-0.5,1269.7912,177.0,0.0,1.0,0.0
1099,H0,S=S10_A=B_F=F0_L=L2_seed=1,-0.5,1817.2216,177.0,0.0,1.0,0.0
1136,H0,S=S10_A=B_F=F1_L=L1_seed=1,-0.5,1263.6017,177.0,0.0,1.0,0.0
1102,H1,S=S10_A=B_F=F1_L=L1_seed=1,-1.5,1269.4825,178.0,1.0,1.0,12.0
1137,H0,S=S10_A=B_F=F1_L=L1_seed=2,-0.5,1264.973,178.0,0.0,1.0,0.0
1110,H1,S=S10_A=B_F=F1_L=L1_seed=2,-1.5,1269.493,179.0,1.0,1.0,12.0
1138,H0,S=S10_A=B_F=F1_L=L2_seed=1,-0.5,1808.4617,177.0,0.0,1.0,0.0
1103,H1,S=S10_A=B_F=F1_L=L2_seed=1,-1.5,1816.67098,178.0,1.0,1.0,12.0
1171,H0,S=S10_A=B_F=F1_L=L2_seed=2,-0.5,1810.6898,178.0,0.0,1.0,0.0
1111,H1,S=S10_A=B_F=F1_L=L2_seed=2,-1.5,1816.7218,179.0,1.0,1.0,12.0
1176,H0,S=S10_A=B_F=F2_L=L1_seed=1,-0.5,1261.6067,176.0,0.0,1.0,0.0
1116,H2,S=S10_A=B_F=F2_L=L1_seed=1,-1.5,1269.4936,177.0,1.0,1.0,12.0
1177,H0,S=S10_A=B_F=F2_L=L1_seed=2,-0.5,1263.5765,177.0,0.0,1.0,0.0
1117,H2,S=S10_A=B_F=F2_L=L1_seed=2,-1.5,1269.5644,178.0,1.0,1.0,12.0
1178,H0,S=S10_A=B_F=F2_L=L2_seed=1,-0.5,1805.2427,176.0,0.0,1.0,0.0
1118,H2,S=S10_A=B_F=F2_L=L2_seed=1,-1.5,1816.74544,177.0,1.0,1.0,12.0
1179,H0,S=S10_A=B_F=F2_L=L2_seed=2,-0.5,1808.4365,177.0,0.0,1.0,0.0
1119,H2,S=S10_A=B_F=F2_L=L2_seed=2,-1.5,1816.87384,178.0,1.0,1.0,12.0
1184,H0,S=S10_A=B_F=F3_L=L1_seed=1,-1.0,1263.2027,176.0,0.0,1.0,0.0
1124,H3,S=S10_A=B_F=F3_L=L1_seed=1,-1.0,1263.3009,176.0,1.0,1.0,12.0
1185,H0,S=S10_A=B_F=F3_L=L1_seed=2,-1.0,1261.781,177.0,0.0,1.0,0.0
1125,H3,S=S10_A=B_F=F3_L=L1_seed=2,-1.0,1261.8918,177.0,1.0,1.0,12.0
1186,H0,S=S10_A=B_F=F3_L=L2_seed=1,-1.0,1807.8179,176.0,0.0,1.0,0.0
1126,H3,S=S10_A=B_F=F3_L=L2_seed=1,-1.0,1807.93146,176.0,1.0,1.0,12.0
1187,H0,S=S10_A=B_F=F3_L=L2_seed=2,-1.0,1805.5394,177.0,0.0,1.0,0.0
1127,H3,S=S10_A=B_F=F3_L=L2_seed=2,-1.0,1805.66556,177.0,1.0,1.0,12.0
1192,H0,S=S10_A=B_F=F4_L=L1_seed=1,-2.5,1263.6017,176.0,0.0,1.0,0.0
1106,H4,S=S10_A=B_F=F4_L=L1_seed=1,0.5,1256.4362,175.0,1.0,1.0,12.0
1193,H0,S=S10_A=B_F=F4_L=L1_seed=2,-2.5,1264.973,177.0,0.0,1.0,0.0
1130,H4,S=S10_A=B_F=F4_L=L1_seed=2,0.5,1259.5079,176.0,1.0,1.0,12.0
1194,H0,S=S10_A=B_F=F4_L=L2_seed=1,-2.5,1808.4617,176.0,0.0,1.0,0.0
1107,H4,S=S10_A=B_F=F4_L=L2_seed=1,0.5,1797.79172,175.0,1.0,1.0,12.0
1195,H0,S=S10_A=B_F=F4_L=L2_seed=2,-2.5,1810.6898,177.0,0.0,1.0,0.0
1131,H4,S=S10_A=B_F=F4_L=L2_seed=2,0.5,1802.85974,176.0,1.0,1.0,12.0
1196,H0,S=S11_A=A_F=F0_L=L1_seed=1,-0.5,1527.6296,200.0,0.0,1.0,0.0
1197,H0,S=S11_A=A_F=F0_L=L2_seed=1,-0.5,2205.0056,200.0,0.0,1.0,0.0
1232,H0,S=S11_A=A_F=F1_L=L1_seed=1,-0.5,1523.8001,200.0,0.0,1.0,0.0
1200,H1,S=S11_A=A_F=F1_L=L1_seed=1,-1.5,1527.4676,201.0,1.0,1.0,12.0
1233,H0,S=S11_A=A_F=F1_L=L1_seed=2,-0.5,1518.2392,198.0,0.0,1.0,0.0
1208,H1,S=S11_A=A_F=F1_L=L1_seed=2,-1.5,1527.0024,199.0,1.0,1.0,12.0
1234,H0,S=S11_A=A_F=F1_L=L2_seed=1,-0.5,2199.9449,200.0,0.0,1.0,0.0
1201,H1,S=S11_A=A_F=F1_L=L2_seed=1,-1.5,2204.7289,201.0,1.0,1.0,12.0
1235,H0,S=S11_A=A_F=F1_L=L2_seed=2,-0.5,2191.2376,198.0,0.0,1.0,0.0
1209,H1,S=S11_A=A_F=F1_L=L2_seed=2,-1.5,2204.05872,199.0,1.0,1.0,12.0
1240,H0,S=S11_A=A_F=F2_L=L1_seed=1,-0.5,1521.1596,199.0,0.0,1.0,0.0
1212,H2,S=S11_A=A_F=F2_L=L1_seed=1,-1.5,1527.4376,200.0,1.0,1.0,12.0
1241,H0,S=S11_A=A_F=F2_L=L1_seed=2,-0.5,1518.4627,197.0,0.0,1.0,0.0
1213,H2,S=S11_A=A_F=F2_L=L1_seed=2,-1.5,1527.0936,198.0,1.0,1.0,12.0
1242,H0,S=S11_A=A_F=F2_L=L2_seed=1,-0.5,2195.7996,199.0,0.0,1.0,0.0
1214,H2,S=S11_A=A_F=F2_L=L2_seed=1,-1.5,2204.6984,200.0,1.0,1.0,12.0
1243,H0,S=S11_A=A_F=F2_L=L2_seed=2,-0.5,2191.5979,197.0,0.0,1.0,0.0
1215,H2,S=S11_A=A_F=F2_L=L2_seed=2,-1.5,2204.29104,198.0,1.0,1.0,12.0
1248,H0,S=S11_A=A_F=F3_L=L1_seed=1,-1.0,1520.2656,199.0,0.0,1.0,0.0
1220,H3,S=S11_A=A_F=F3_L=L1_seed=1,-1.0,1520.3728,199.0,1.0,1.0,12.0
1249,H0,S=S11_A=A_F=F3_L=L1_seed=2,-1.0,1521.8152,197.0,0.0,1.0,0.0
1221,H3,S=S11_A=A_F=F3_L=L1_seed=2,-1.0,1521.908,197.0,1.0,1.0,12.0
1250,H0,S=S11_A=A_F=F3_L=L2_seed=1,-1.0,2194.3584,199.0,0.0,1.0,0.0
1222,H3,S=S11_A=A_F=F3_L=L2_seed=1,-1.0,2194.48288,199.0,1.0,1.0,12.0
1251,H0,S=S11_A=A_F=F3_L=L2_seed=2,-1.0,2197.0024,197.0,0.0,1.0,0.0
1223,H3,S=S11_A=A_F=F3_L=L2_seed=2,-1.0,2197.11248,197.0,1.0,1.0,12.0
1256,H0,S=S11_A=A_F=F4_L=L1_seed=1,-2.5,1523.8001,199.0,0.0,1.0,0.0
1204,H4,S=S11_A=A_F=F4_L=L1_seed=1,0.5,1517.9801,198.0,1.0,1.0,12.0
1257,H0,S=S11_A=A_F=F4_L=L1_seed=2,-2.5,1518.2392,197.0,0.0,1.0,0.0
1228,H4,S=S11_A=A_F=F4_L=L1_seed=2,0.5,1510.4959,196.0,1.0,1.0,12.0
1258,H0,S=S11_A=A_F=F4_L=L2_seed=1,-2.5,2199.9449,199.0,0.0,1.0,0.0
1205,H4,S=S11_A=A_F=F4_L=L2_seed=1,0.5,2191.57322,198.0,1.0,1.0,12.0
1259,H0,S=S11_A=A_F=F4_L=L2_seed=2,-2.5,2191.2376,197.0,0.0,1.0,0.0
1229,H4,S=S11_A=A_F=F4_L=L2_seed=2,0.5,2179.5895,196.0,1.0,1.0,12.0
1198,H0,S=S11_A=B_F=F0_L=L1_seed=1,-0.5,1527.6296,200.0,0.0,1.0,0.0
