base_condition_key,scale,architecture,failure_family,load,seed,map_signature,best_healing_id,split
S10|A|F3|L2|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,A,F3,L2,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|A|F4|L1|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,A,F4,L1,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|A|F4|L1|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,A,F4,L1,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|A|F4|L2|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,A,F4,L2,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|A|F4|L2|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,A,F4,L2,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F0|L1|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F0,L1,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F0|L2|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F0,L2,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F1|L1|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F1,L1,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F1|L1|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F1,L1,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F1|L2|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F1,L2,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F1|L2|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F1,L2,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F2|L1|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F2,L1,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F2|L1|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F2,L1,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F2|L2|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F2,L2,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F2|L2|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F2,L2,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F3|L1|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F3,L1,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F3|L1|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F3,L1,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F3|L2|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F3,L2,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F3|L2|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F3,L2,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F4|L1|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F4,L1,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F4|L1|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F4,L1,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S10|B|F4|L2|1|5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,S10,B,F4,L2,1,5a035ddc11ec73766a6b09890884cfd469ac226a4208000d469cbf76063437cf,,validation
S10|B|F4|L2|2|d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,S10,B,F4,L2,2,d01a6f3e89e8ac95d6cc8f92a6a678b67d124913e55196ac4d15dc4a16ccd8e2,,validation
S11|A|F0|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F0,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F0|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F0,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F1|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F1,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F1|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F1,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F1|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F1,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F1|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F1,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F2|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F2,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F2|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F2,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F2|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F2,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F2|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F2,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F3|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F3,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F3|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F3,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F3|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F3,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F3|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F3,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F4|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F4,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F4|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F4,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|A|F4|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,A,F4,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|A|F4|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,A,F4,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F0|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F0,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F0|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F0,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F1|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F1,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F1|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F1,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F1|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F1,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F1|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F1,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F2|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F2,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F2|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F2,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F2|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F2,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F2|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F2,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F3|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F3,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F3|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F3,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F3|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F3,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F3|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F3,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F4|L1|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F4,L1,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F4|L1|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F4,L1,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S11|B|F4|L2|1|da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,S11,B,F4,L2,1,da0f82673a1e53a70276ea5a21e5bfdd1e67d194cda9fd1e5302358e0ce4037f,,test
S11|B|F4|L2|2|864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,S11,B,F4,L2,2,864f65814307b9ea9ae77b23c25bca21810a5815105e3b57ca9b4f6202165c67,,test
S1|A|F0|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F0,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F0|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F0,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F0|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F0,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F0|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F0,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F0|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F0,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F0|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F0,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F0|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F0,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F0|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F0,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F1|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F1,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F1|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F1,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F1|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F1,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F1|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F1,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F1|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F1,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F1|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F1,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F1|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F1,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F1|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F1,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F2|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F2,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F2|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F2,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F2|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F2,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F2|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F2,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F2|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F2,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F2|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F2,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F2|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F2,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F2|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F2,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F3|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F3,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F3|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F3,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F3|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F3,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F3|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F3,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F3|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F3,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F3|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F3,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F3|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F3,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F3|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F3,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F4|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F4,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F4|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F4,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F4|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F4,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F4|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F4,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|A|F4|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,A,F4,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|A|F4|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,A,F4,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|A|F4|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,A,F4,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|A|F4|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,A,F4,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F0|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F0,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F0|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F0,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F0|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F0,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F0|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F0,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F0|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F0,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F0|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F0,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F0|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F0,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F0|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F0,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
