run_id,scale,architecture,failure_family,healing_id,load,seed,map_signature,final_raw_tx,final_raw_rx,final_raw_delivery_ratio,final_agg_tx,final_agg_rx,final_agg_delivery_ratio,final_avg_res_j,final_min_res_j,final_consumed_j,final_failed_chs,final_recovered_clusters,low_nodes,traffic_recovery_delay_s,recovery_applied_delay_s,recovery_target_source,split
232,S1,B,F4,H4,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,322,322,1.00000000000000000000,12,12,1.00000000000000000000,1.986997,1.844000,0.650160,0,1,0,5.000,,first_recovered_aggregate,train
234,S1,A,F1,H1,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.948784,0.000000,0.576200,0,1,1,5.000,,first_recovered_aggregate,train
236,S1,A,F2,H2,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.988476,1.844000,0.576200,0,1,0,5.000,,first_recovered_aggregate,train
238,S1,A,F3,H3,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,272,272,1.00000000000000000000,12,12,1.00000000000000000000,1.991500,1.912400,0.425000,0,1,0,5.000,,first_recovered_aggregate,train
240,S1,A,F4,H4,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,321,321,1.00000000000000000000,12,12,1.00000000000000000000,1.990118,1.844000,0.494100,0,1,0,5.000,,first_recovered_aggregate,train
242,S1,A,F1,H1,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.945174,0.000000,0.756680,0,1,1,5.000,,first_recovered_aggregate,train
244,S1,A,F2,H2,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.844000,0.756680,0,1,0,5.000,,first_recovered_aggregate,train
246,S1,A,F3,H3,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,272,272,1.00000000000000000000,12,12,1.00000000000000000000,1.988889,1.912400,0.555560,0,1,0,5.000,,first_recovered_aggregate,train
248,S1,A,F4,H4,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,321,321,1.00000000000000000000,12,12,1.00000000000000000000,1.987036,1.844000,0.648180,0,1,0,5.000,,first_recovered_aggregate,train
250,S1,B,F1,H1,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.948784,0.000000,0.576200,0,1,1,5.000,,first_recovered_aggregate,train
252,S1,B,F2,H2,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.988476,1.844000,0.576200,0,1,0,5.000,,first_recovered_aggregate,train
254,S1,B,F3,H3,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,272,272,1.00000000000000000000,12,12,1.00000000000000000000,1.991500,1.912400,0.425000,0,1,0,5.000,,first_recovered_aggregate,train
256,S1,B,F4,H4,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,321,321,1.00000000000000000000,12,12,1.00000000000000000000,1.990118,1.844000,0.494100,0,1,0,5.000,,first_recovered_aggregate,train
258,S1,B,F1,H1,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.945174,0.000000,0.756680,0,1,1,5.000,,first_recovered_aggregate,train
260,S1,B,F2,H2,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.844000,0.756680,0,1,0,5.000,,first_recovered_aggregate,train
262,S1,B,F3,H3,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,272,272,1.00000000000000000000,12,12,1.00000000000000000000,1.988889,1.912400,0.555560,0,1,0,5.000,,first_recovered_aggregate,train
264,S1,B,F4,H4,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,321,321,1.00000000000000000000,12,12,1.00000000000000000000,1.987036,1.844000,0.648180,0,1,0,5.000,,first_recovered_aggregate,train
266,S1,A,F1,H1,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.949200,0.000000,0.576200,0,1,1,5.000,,first_recovered_aggregate,train
268,S1,A,F2,H2,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.988476,1.885400,0.576200,0,1,0,5.000,,first_recovered_aggregate,train
270,S1,A,F3,H3,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,324,324,1.00000000000000000000,12,12,1.00000000000000000000,1.989992,1.885400,0.500400,0,1,0,5.000,,first_recovered_aggregate,train
272,S1,A,F4,H4,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,277,277,1.00000000000000000000,12,12,1.00000000000000000000,1.991386,1.914200,0.430700,0,1,0,5.000,,first_recovered_aggregate,train
274,S1,A,F1,H1,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.945590,0.000000,0.756680,0,1,1,5.000,,first_recovered_aggregate,train
276,S1,A,F2,H2,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.885400,0.756680,0,1,0,5.000,,first_recovered_aggregate,train
278,S1,A,F3,H3,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,324,324,1.00000000000000000000,12,12,1.00000000000000000000,1.986882,1.885400,0.655920,0,1,0,5.000,,first_recovered_aggregate,train
280,S1,A,F4,H4,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,277,277,1.00000000000000000000,12,12,1.00000000000000000000,1.988727,1.914200,0.563660,0,1,0,5.000,,first_recovered_aggregate,train
282,S1,B,F1,H1,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.949200,0.000000,0.576200,0,1,1,5.000,,first_recovered_aggregate,train
284,S1,B,F2,H2,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.988476,1.885400,0.576200,0,1,0,5.000,,first_recovered_aggregate,train
286,S1,B,F3,H3,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,324,324,1.00000000000000000000,12,12,1.00000000000000000000,1.989992,1.885400,0.500400,0,1,0,5.000,,first_recovered_aggregate,train
288,S1,B,F4,H4,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,277,277,1.00000000000000000000,12,12,1.00000000000000000000,1.991386,1.914200,0.430700,0,1,0,5.000,,first_recovered_aggregate,train
290,S1,B,F1,H1,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.945590,0.000000,0.756680,0,1,1,5.000,,first_recovered_aggregate,train
292,S1,B,F2,H2,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.885400,0.756680,0,1,0,5.000,,first_recovered_aggregate,train
294,S1,B,F3,H3,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,324,324,1.00000000000000000000,12,12,1.00000000000000000000,1.986882,1.885400,0.655920,0,1,0,5.000,,first_recovered_aggregate,train
296,S1,B,F4,H4,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,277,277,1.00000000000000000000,12,12,1.00000000000000000000,1.988727,1.914200,0.563660,0,1,0,5.000,,first_recovered_aggregate,train
298,S2,A,F1,H1,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.954386,0.000000,2.614500,0,1,1,2.000,,first_recovered_aggregate,train
300,S2,A,F2,H2,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1689,1689,1.00000000000000000000,66,66,1.00000000000000000000,1.973675,1.596200,2.632500,0,1,0,2.000,,first_recovered_aggregate,train
302,S2,A,F3,H3,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1577,1577,1.00000000000000000000,66,66,1.00000000000000000000,1.975355,1.596200,2.464500,0,1,0,2.000,,first_recovered_aggregate,train
304,S2,A,F4,H4,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1515,1515,1.00000000000000000000,66,66,1.00000000000000000000,1.976411,1.596200,2.358900,0,1,0,2.000,,first_recovered_aggregate,train
306,S2,A,F1,H1,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.946336,0.000000,3.419460,0,1,1,2.000,,first_recovered_aggregate,train
308,S2,A,F2,H2,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1689,1689,1.00000000000000000000,66,66,1.00000000000000000000,1.965568,1.596200,3.443220,0,1,0,2.000,,first_recovered_aggregate,train
310,S2,A,F3,H3,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1577,1577,1.00000000000000000000,66,66,1.00000000000000000000,1.967785,1.596200,3.221460,0,1,0,2.000,,first_recovered_aggregate,train
312,S2,A,F4,H4,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1515,1515,1.00000000000000000000,66,66,1.00000000000000000000,1.969139,1.596200,3.086100,0,1,0,2.000,,first_recovered_aggregate,train
314,S2,B,F1,H1,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.954386,0.000000,2.614500,0,1,1,2.000,,first_recovered_aggregate,train
316,S2,B,F2,H2,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1689,1689,1.00000000000000000000,66,66,1.00000000000000000000,1.973675,1.596200,2.632500,0,1,0,2.000,,first_recovered_aggregate,train
318,S2,B,F3,H3,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1577,1577,1.00000000000000000000,66,66,1.00000000000000000000,1.975355,1.596200,2.464500,0,1,0,2.000,,first_recovered_aggregate,train
320,S2,B,F4,H4,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1515,1515,1.00000000000000000000,66,66,1.00000000000000000000,1.976411,1.596200,2.358900,0,1,0,2.000,,first_recovered_aggregate,train
322,S2,B,F1,H1,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.946336,0.000000,3.419460,0,1,1,2.000,,first_recovered_aggregate,train
324,S2,B,F2,H2,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1689,1689,1.00000000000000000000,66,66,1.00000000000000000000,1.965568,1.596200,3.443220,0,1,0,2.000,,first_recovered_aggregate,train
326,S2,B,F3,H3,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1577,1577,1.00000000000000000000,66,66,1.00000000000000000000,1.967785,1.596200,3.221460,0,1,0,2.000,,first_recovered_aggregate,train
328,S2,B,F4,H4,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,1515,1515,1.00000000000000000000,66,66,1.00000000000000000000,1.969139,1.596200,3.086100,0,1,0,2.000,,first_recovered_aggregate,train
330,S2,A,F1,H1,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.954386,0.000000,2.614500,0,1,1,2.000,,first_recovered_aggregate,train
332,S2,A,F2,H2,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1678,1678,1.00000000000000000000,66,66,1.00000000000000000000,1.973840,1.621400,2.616000,0,1,0,2.000,,first_recovered_aggregate,train
334,S2,A,F3,H3,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1343,1343,1.00000000000000000000,66,66,1.00000000000000000000,1.978865,1.747400,2.113500,0,1,0,2.000,,first_recovered_aggregate,train
336,S2,A,F4,H4,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1385,1385,1.00000000000000000000,66,66,1.00000000000000000000,1.978361,1.621400,2.163900,0,1,0,2.000,,first_recovered_aggregate,train
338,S2,A,F1,H1,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.946336,0.000000,3.419460,0,1,1,2.000,,first_recovered_aggregate,train
340,S2,A,F2,H2,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1678,1678,1.00000000000000000000,66,66,1.00000000000000000000,1.965786,1.621400,3.421440,0,1,0,2.000,,first_recovered_aggregate,train
342,S2,A,F3,H3,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1343,1343,1.00000000000000000000,66,66,1.00000000000000000000,1.972419,1.747400,2.758140,0,1,0,2.000,,first_recovered_aggregate,train
344,S2,A,F4,H4,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1385,1385,1.00000000000000000000,66,66,1.00000000000000000000,1.971713,1.621400,2.828700,0,1,0,2.000,,first_recovered_aggregate,train
346,S2,B,F1,H1,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.954386,0.000000,2.614500,0,1,1,2.000,,first_recovered_aggregate,train
348,S2,B,F2,H2,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1678,1678,1.00000000000000000000,66,66,1.00000000000000000000,1.973840,1.621400,2.616000,0,1,0,2.000,,first_recovered_aggregate,train
350,S2,B,F3,H3,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1343,1343,1.00000000000000000000,66,66,1.00000000000000000000,1.978865,1.747400,2.113500,0,1,0,2.000,,first_recovered_aggregate,train
352,S2,B,F4,H4,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1385,1385,1.00000000000000000000,66,66,1.00000000000000000000,1.978361,1.621400,2.163900,0,1,0,2.000,,first_recovered_aggregate,train
354,S2,B,F1,H1,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1677,1677,1.00000000000000000000,66,66,1.00000000000000000000,1.946336,0.000000,3.419460,0,1,1,2.000,,first_recovered_aggregate,train
356,S2,B,F2,H2,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1678,1678,1.00000000000000000000,66,66,1.00000000000000000000,1.965786,1.621400,3.421440,0,1,0,2.000,,first_recovered_aggregate,train
358,S2,B,F3,H3,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1343,1343,1.00000000000000000000,66,66,1.00000000000000000000,1.972419,1.747400,2.758140,0,1,0,2.000,,first_recovered_aggregate,train
360,S2,B,F4,H4,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,1385,1385,1.00000000000000000000,66,66,1.00000000000000000000,1.971713,1.621400,2.828700,0,1,0,2.000,,first_recovered_aggregate,train
362,S2,A,F1,H1,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1681,1681,1.00000000000000000000,66,66,1.00000000000000000000,1.954194,0.000000,2.620500,0,1,1,2.000,,first_recovered_aggregate,train
364,S2,A,F2,H2,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1675,1675,1.00000000000000000000,66,66,1.00000000000000000000,1.973885,1.646600,2.611500,0,1,0,2.000,,first_recovered_aggregate,train
366,S2,A,F3,H3,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1447,1447,1.00000000000000000000,66,66,1.00000000000000000000,1.977305,1.646600,2.269500,0,1,0,2.000,,first_recovered_aggregate,train
368,S2,A,F4,H4,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1401,1401,1.00000000000000000000,66,66,1.00000000000000000000,1.978121,1.646600,2.187900,0,1,0,2.000,,first_recovered_aggregate,train
370,S2,A,F1,H1,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1681,1681,1.00000000000000000000,66,66,1.00000000000000000000,1.946125,0.000000,3.427380,0,1,1,2.000,,first_recovered_aggregate,train
372,S2,A,F2,H2,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1675,1675,1.00000000000000000000,66,66,1.00000000000000000000,1.965845,1.646600,3.415500,0,1,0,2.000,,first_recovered_aggregate,train
374,S2,A,F3,H3,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1447,1447,1.00000000000000000000,66,66,1.00000000000000000000,1.970359,1.646600,2.964060,0,1,0,2.000,,first_recovered_aggregate,train
376,S2,A,F4,H4,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1401,1401,1.00000000000000000000,66,66,1.00000000000000000000,1.971396,1.646600,2.860380,0,1,0,2.000,,first_recovered_aggregate,train
378,S2,B,F1,H1,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1681,1681,1.00000000000000000000,66,66,1.00000000000000000000,1.954194,0.000000,2.620500,0,1,1,2.000,,first_recovered_aggregate,train
380,S2,B,F2,H2,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1675,1675,1.00000000000000000000,66,66,1.00000000000000000000,1.973885,1.646600,2.611500,0,1,0,2.000,,first_recovered_aggregate,train
382,S2,B,F3,H3,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,1447,1447,1.00000000000000000000,66,66,1.00000000000000000000,1.977305,1.646600,2.269500,0,1,0,2.000,,first_recovered_aggregate,train
