run_id,experiment_version,scale,node_count,cluster_count,architecture,failure_family,healing_id,variant,load,seed,map_id,map_signature,sim_time_s,run_status,final_raw_tx,final_raw_rx,final_raw_delivery_ratio,final_agg_tx,final_agg_rx,final_agg_delivery_ratio,final_avg_res_j,final_min_res_j,final_consumed_j,final_failed_chs,final_recovered_clusters,low_nodes,failure_injection_s,recovery_start_s,recovery_applied_s,first_aggregate_s,first_recovered_aggregate_s,traffic_recovery_delay_s,recovery_applied_delay_s,split
84,F0_H0_B_S1_L2_seed03,S1,50,3,B,F0,H0,V1,L2,3,map_S1_seed03,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,30.000,complete,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.844000,0.756680,0,0,0,,,,6.000,,,,train
85,F0_H0_A_S1_L1_seed04,S1,50,3,A,F0,H0,V1,L1,4,map_S1_seed04,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,30.000,complete,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.988476,1.885400,0.576200,0,0,0,,,,6.000,,,,train
86,F0_H0_A_S1_L2_seed04,S1,50,3,A,F0,H0,V1,L2,4,map_S1_seed04,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,30.000,complete,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.885400,0.756680,0,0,0,,,,6.000,,,,train
87,F0_H0_B_S1_L1_seed04,S1,50,3,B,F0,H0,V1,L1,4,map_S1_seed04,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,30.000,complete,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.988476,1.885400,0.576200,0,0,0,,,,6.000,,,,train
88,F0_H0_B_S1_L2_seed04,S1,50,3,B,F0,H0,V1,L2,4,map_S1_seed04,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,30.000,complete,376,376,1.00000000000000000000,12,12,1.00000000000000000000,1.984866,1.885400,0.756680,0,0,0,,,,6.000,,,,train
89,F0_H0_A_S2_L1_seed01,S2,100,6,A,F0,H0,V1,L1,1,map_S2_seed01,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.596200,2.637000,0,0,0,,,,5.000,,,,train
90,F0_H0_A_S2_L2_seed01,S2,100,6,A,F0,H0,V1,L2,1,map_S2_seed01,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.596200,3.449160,0,0,0,,,,5.000,,,,train
91,F0_H0_B_S2_L1_seed01,S2,100,6,B,F0,H0,V1,L1,1,map_S2_seed01,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.596200,2.637000,0,0,0,,,,5.000,,,,train
92,F0_H0_B_S2_L2_seed01,S2,100,6,B,F0,H0,V1,L2,1,map_S2_seed01,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.596200,3.449160,0,0,0,,,,5.000,,,,train
93,F0_H0_A_S2_L1_seed02,S2,100,6,A,F0,H0,V1,L1,2,map_S2_seed02,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.621400,2.637000,0,0,0,,,,5.000,,,,train
94,F0_H0_A_S2_L2_seed02,S2,100,6,A,F0,H0,V1,L2,2,map_S2_seed02,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.621400,3.449160,0,0,0,,,,5.000,,,,train
95,F0_H0_B_S2_L1_seed02,S2,100,6,B,F0,H0,V1,L1,2,map_S2_seed02,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.621400,2.637000,0,0,0,,,,5.000,,,,train
96,F0_H0_B_S2_L2_seed02,S2,100,6,B,F0,H0,V1,L2,2,map_S2_seed02,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.621400,3.449160,0,0,0,,,,5.000,,,,train
97,F0_H0_A_S2_L1_seed03,S2,100,6,A,F0,H0,V1,L1,3,map_S2_seed03,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.646600,2.637000,0,0,0,,,,5.000,,,,train
98,F0_H0_A_S2_L2_seed03,S2,100,6,A,F0,H0,V1,L2,3,map_S2_seed03,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.646600,3.449160,0,0,0,,,,5.000,,,,train
99,F0_H0_B_S2_L1_seed03,S2,100,6,B,F0,H0,V1,L1,3,map_S2_seed03,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.646600,2.637000,0,0,0,,,,5.000,,,,train
100,F0_H0_B_S2_L2_seed03,S2,100,6,B,F0,H0,V1,L2,3,map_S2_seed03,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.646600,3.449160,0,0,0,,,,5.000,,,,train
101,F0_H0_A_S2_L1_seed04,S2,100,6,A,F0,H0,V1,L1,4,map_S2_seed04,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.734800,2.637000,0,0,0,,,,5.000,,,,train
102,F0_H0_A_S2_L2_seed04,S2,100,6,A,F0,H0,V1,L2,4,map_S2_seed04,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.734800,3.449160,0,0,0,,,,5.000,,,,train
103,F0_H0_B_S2_L1_seed04,S2,100,6,B,F0,H0,V1,L1,4,map_S2_seed04,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.973630,1.734800,2.637000,0,0,0,,,,5.000,,,,train
104,F0_H0_B_S2_L2_seed04,S2,100,6,B,F0,H0,V1,L2,4,map_S2_seed04,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,60.000,complete,1692,1692,1.00000000000000000000,66,66,1.00000000000000000000,1.965508,1.734800,3.449160,0,0,0,,,,5.000,,,,train
105,F0_H0_A_S3_L1_seed01,S3,200,10,A,F0,H0,V1,L1,1,map_S3_seed01,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.117200,8.214600,0,0,0,,,,5.000,,,,train
106,F0_H0_A_S3_L2_seed01,S3,200,10,A,F0,H0,V1,L2,1,map_S3_seed01,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.117200,10.768200,0,0,0,,,,5.000,,,,train
107,F0_H0_B_S3_L1_seed01,S3,200,10,B,F0,H0,V1,L1,1,map_S3_seed01,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.117200,8.214600,0,0,0,,,,5.000,,,,train
108,F0_H0_B_S3_L2_seed01,S3,200,10,B,F0,H0,V1,L2,1,map_S3_seed01,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.117200,10.768200,0,0,0,,,,5.000,,,,train
109,F0_H0_A_S3_L1_seed02,S3,200,10,A,F0,H0,V1,L1,2,map_S3_seed02,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.332800,8.214600,0,0,0,,,,5.000,,,,train
110,F0_H0_A_S3_L2_seed02,S3,200,10,A,F0,H0,V1,L2,2,map_S3_seed02,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.332800,10.768200,0,0,0,,,,5.000,,,,train
111,F0_H0_B_S3_L1_seed02,S3,200,10,B,F0,H0,V1,L1,2,map_S3_seed02,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.332800,8.214600,0,0,0,,,,5.000,,,,train
112,F0_H0_B_S3_L2_seed02,S3,200,10,B,F0,H0,V1,L2,2,map_S3_seed02,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.332800,10.768200,0,0,0,,,,5.000,,,,train
113,F0_H0_A_S3_L1_seed03,S3,200,10,A,F0,H0,V1,L1,3,map_S3_seed03,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.400200,8.214600,0,0,0,,,,5.000,,,,train
114,F0_H0_A_S3_L2_seed03,S3,200,10,A,F0,H0,V1,L2,3,map_S3_seed03,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.400200,10.768200,0,0,0,,,,5.000,,,,train
115,F0_H0_B_S3_L1_seed03,S3,200,10,B,F0,H0,V1,L1,3,map_S3_seed03,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.400200,8.214600,0,0,0,,,,5.000,,,,train
116,F0_H0_B_S3_L2_seed03,S3,200,10,B,F0,H0,V1,L2,3,map_S3_seed03,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.400200,10.768200,0,0,0,,,,5.000,,,,train
117,F0_H0_A_S3_L1_seed04,S3,200,10,A,F0,H0,V1,L1,4,map_S3_seed04,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.411200,8.214600,0,0,0,,,,5.000,,,,train
118,F0_H0_A_S3_L2_seed04,S3,200,10,A,F0,H0,V1,L2,4,map_S3_seed04,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.411200,10.768200,0,0,0,,,,5.000,,,,train
119,F0_H0_B_S3_L1_seed04,S3,200,10,B,F0,H0,V1,L1,4,map_S3_seed04,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.958927,1.411200,8.214600,0,0,0,,,,5.000,,,,train
120,F0_H0_B_S3_L2_seed04,S3,200,10,B,F0,H0,V1,L2,4,map_S3_seed04,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,90.000,complete,5320,5320,1.00000000000000000000,170,170,1.00000000000000000000,1.946159,1.411200,10.768200,0,0,0,,,,5.000,,,,train
121,F0_H0_A_S4_L1_seed01,S4,400,20,A,F0,H0,V1,L1,1,map_S4_seed01,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.060800,22.408200,0,0,0,,,,4.000,,,,train
122,F0_H0_A_S4_L2_seed01,S4,400,20,A,F0,H0,V1,L2,1,map_S4_seed01,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.060800,29.339400,0,0,0,,,,4.000,,,,train
123,F0_H0_B_S4_L1_seed01,S4,400,20,B,F0,H0,V1,L1,1,map_S4_seed01,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.060800,22.408200,0,0,0,,,,4.000,,,,train
124,F0_H0_B_S4_L2_seed01,S4,400,20,B,F0,H0,V1,L2,1,map_S4_seed01,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.060800,29.339400,0,0,0,,,,4.000,,,,train
125,F0_H0_A_S4_L1_seed02,S4,400,20,A,F0,H0,V1,L1,2,map_S4_seed02,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.140600,22.408200,0,0,0,,,,4.000,,,,train
126,F0_H0_A_S4_L2_seed02,S4,400,20,A,F0,H0,V1,L2,2,map_S4_seed02,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.140600,29.339400,0,0,0,,,,4.000,,,,train
127,F0_H0_B_S4_L1_seed02,S4,400,20,B,F0,H0,V1,L1,2,map_S4_seed02,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.140600,22.408200,0,0,0,,,,4.000,,,,train
128,F0_H0_B_S4_L2_seed02,S4,400,20,B,F0,H0,V1,L2,2,map_S4_seed02,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.140600,29.339400,0,0,0,,,,4.000,,,,train
129,F0_H0_A_S4_L1_seed03,S4,400,20,A,F0,H0,V1,L1,3,map_S4_seed03,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.008600,22.408200,0,0,0,,,,4.000,,,,train
130,F0_H0_A_S4_L2_seed03,S4,400,20,A,F0,H0,V1,L2,3,map_S4_seed03,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.008600,29.339400,0,0,0,,,,4.000,,,,train
131,F0_H0_B_S4_L1_seed03,S4,400,20,B,F0,H0,V1,L1,3,map_S4_seed03,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.008600,22.408200,0,0,0,,,,4.000,,,,train
132,F0_H0_B_S4_L2_seed03,S4,400,20,B,F0,H0,V1,L2,3,map_S4_seed03,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.008600,29.339400,0,0,0,,,,4.000,,,,train
133,F0_H0_A_S4_L1_seed04,S4,400,20,A,F0,H0,V1,L1,4,map_S4_seed04,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.140600,22.408200,0,0,0,,,,4.000,,,,train
134,F0_H0_A_S4_L2_seed04,S4,400,20,A,F0,H0,V1,L2,4,map_S4_seed04,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.140600,29.339400,0,0,0,,,,4.000,,,,train
135,F0_H0_B_S4_L1_seed04,S4,400,20,B,F0,H0,V1,L1,4,map_S4_seed04,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.943980,1.140600,22.408200,0,0,0,,,,4.000,,,,train
136,F0_H0_B_S4_L2_seed04,S4,400,20,B,F0,H0,V1,L2,4,map_S4_seed04,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,120.000,complete,14440,14440,1.00000000000000000000,580,580,1.00000000000000000000,1.926652,1.140600,29.339400,0,0,0,,,,4.000,,,,train
137,F0_H0_A_S5_L1_seed01,S5,800,32,A,F0,H0,V1,L1,1,map_S5_seed01,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.242000,56.783400,0,0,1,,,,4.000,,,,train
138,F0_H0_A_S5_L2_seed01,S5,800,32,A,F0,H0,V1,L2,1,map_S5_seed01,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.242000,74.478120,0,0,1,,,,4.000,,,,train
139,F0_H0_B_S5_L1_seed01,S5,800,32,B,F0,H0,V1,L1,1,map_S5_seed01,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.242000,56.783400,0,0,1,,,,4.000,,,,train
140,F0_H0_B_S5_L2_seed01,S5,800,32,B,F0,H0,V1,L2,1,map_S5_seed01,aa50443e1e0543bf8f9bbfd39a04b8abc910773ecb0fa0ed5ef6865e843e54e5,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.242000,74.478120,0,0,1,,,,4.000,,,,train
141,F0_H0_A_S5_L1_seed02,S5,800,32,A,F0,H0,V1,L1,2,map_S5_seed02,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.578000,56.783400,0,0,0,,,,4.000,,,,train
142,F0_H0_A_S5_L2_seed02,S5,800,32,A,F0,H0,V1,L2,2,map_S5_seed02,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.578000,74.478120,0,0,0,,,,4.000,,,,train
143,F0_H0_B_S5_L1_seed02,S5,800,32,B,F0,H0,V1,L1,2,map_S5_seed02,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.578000,56.783400,0,0,0,,,,4.000,,,,train
144,F0_H0_B_S5_L2_seed02,S5,800,32,B,F0,H0,V1,L2,2,map_S5_seed02,95d392cbdb4b889e466ddbf092ae11927f9059aad64e10dca28dc0d08217c305,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.578000,74.478120,0,0,0,,,,4.000,,,,train
145,F0_H0_A_S5_L1_seed03,S5,800,32,A,F0,H0,V1,L1,3,map_S5_seed03,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.141800,56.783400,0,0,1,,,,4.000,,,,train
146,F0_H0_A_S5_L2_seed03,S5,800,32,A,F0,H0,V1,L2,3,map_S5_seed03,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.141800,74.478120,0,0,1,,,,4.000,,,,train
147,F0_H0_B_S5_L1_seed03,S5,800,32,B,F0,H0,V1,L1,3,map_S5_seed03,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.141800,56.783400,0,0,1,,,,4.000,,,,train
148,F0_H0_B_S5_L2_seed03,S5,800,32,B,F0,H0,V1,L2,3,map_S5_seed03,22286c0037c7b764dff6699ebcf27660bdde702071d884e5e1023ea9adfb80fe,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.141800,74.478120,0,0,1,,,,4.000,,,,train
149,F0_H0_A_S5_L1_seed04,S5,800,32,A,F0,H0,V1,L1,4,map_S5_seed04,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.443600,56.783400,0,0,0,,,,4.000,,,,train
150,F0_H0_A_S5_L2_seed04,S5,800,32,A,F0,H0,V1,L2,4,map_S5_seed04,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.443600,74.478120,0,0,0,,,,4.000,,,,train
151,F0_H0_B_S5_L1_seed04,S5,800,32,B,F0,H0,V1,L1,4,map_S5_seed04,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.929021,0.443600,56.783400,0,0,0,,,,4.000,,,,train
152,F0_H0_B_S5_L2_seed04,S5,800,32,B,F0,H0,V1,L2,4,map_S5_seed04,05df5d9f44c101771ac66f167b7b1e6a486adc1e87a25ec2f5ac64810674d321,150.000,complete,36864,36864,1.00000000000000000000,1184,1184,1.00000000000000000000,1.906902,0.443600,74.478120,0,0,0,,,,4.000,,,,train
153,F0_H0_A_S6_L1_seed01,S6,1600,64,A,F0,H0,V1,L1,1,map_S6_seed01,b75f521652327de15870ad871c0d38c23d5b0b152841ffd259a54e2a0e7420d4,180.000,complete,89088,89088,1.00000000000000000000,2816,2816,1.00000000000000000000,1.914319,0.000000,137.088800,0,0,5,,,,4.000,,,,train
154,F0_H0_A_S6_L2_seed01,S6,1600,64,A,F0,H0,V1,L2,1,map_S6_seed01,b75f521652327de15870ad871c0d38c23d5b0b152841ffd259a54e2a0e7420d4,180.000,complete,89088,89088,1.00000000000000000000,2816,2816,1.00000000000000000000,1.887593,0.000000,179.851040,0,0,5,,,,4.000,,,,train
